event_id,sprint,sprint_rank,title,area,subarea,target_claims,task_focuses,icml_url,openreview_url,alphaxiv_url,arxiv_id,arxiv_abs_url,arxiv_pdf_url,github_url,source_status,source_gap,brief_path,paper_note_file,local_context,required_extraction_fields,pdf_review_checklist,artifact_check_needed
62989,sprint_01,1,How much can language models memorize?,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C01; C08,boundary_check_llm_reasoning; workflow_validation,https://icml.cc/virtual/2026/poster/62989,https://openreview.net/forum?id=bA6BgSbaUi,https://www.alphaxiv.org/abs/2505.24832,2505.24832,https://arxiv.org/abs/2505.24832,https://arxiv.org/pdf/2505.24832,https://github.com/SimonCao1207/LLM-Capacity,paper_pdf_artifact,none,reports/review_reading_briefs/62989-how-much-can-language-models-memorize.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/62989-how-much-can-language-models-memorize.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
66206,sprint_01,2,To Grok Grokking: Provable Grokking in Ridge Regression,"Theory, Optimization, and Algorithms",Statistical learning theory and regression,C03; C08,program_attention_explanation; workflow_validation,https://icml.cc/virtual/2026/poster/66206,https://openreview.net/forum?id=5nNNVY8NW4,https://www.alphaxiv.org/abs/2601.19791,2601.19791,https://arxiv.org/abs/2601.19791,https://arxiv.org/pdf/2601.19791,,paper_pdf,none,reports/review_reading_briefs/66206-to-grok-grokking-provable-grokking-in-ridge-regression.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/66206-to-grok-grokking-provable-grokking-in-ridge-regression.md ; reports/claim_validation_packets/c03-program-committee-attention.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c03-program-committee-attention.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/theory-optimization-and-algorithms.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,no
61998,sprint_01,3,The Flexibility Trap: Rethinking the Value of Arbitrary Order in Diffusion Language Models,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C01; C08,boundary_check_llm_reasoning; workflow_validation,https://icml.cc/virtual/2026/poster/61998,https://openreview.net/forum?id=kpgURPRMGf,https://www.alphaxiv.org/abs/2601.15165,2601.15165,https://arxiv.org/abs/2601.15165,https://arxiv.org/pdf/2601.15165,https://github.com/LeapLabTHU/JustGRPO,paper_pdf_artifact,none,reports/review_reading_briefs/61998-the-flexibility-trap-rethinking-the-value-of-arbitrary-order-in-diffus.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/61998-the-flexibility-trap-rethinking-the-value-of-arbitrary-order-in-diffus.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
65901,sprint_01,4,Neural Thickets: Diverse Task Experts Are Dense Around Pretrained Weights,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C06,infrastructure_coherence; trend_context_guardrail,https://icml.cc/virtual/2026/poster/65901,https://openreview.net/forum?id=92oF5bU4cU,https://www.alphaxiv.org/abs/2603.12228,2603.12228,https://arxiv.org/abs/2603.12228,https://arxiv.org/pdf/2603.12228,https://github.com/sunrainyg/RandOpt,paper_pdf_artifact,none,reports/review_reading_briefs/65901-neural-thickets-diverse-task-experts-are-dense-around-pretrained-weigh.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/65901-neural-thickets-diverse-task-experts-are-dense-around-pretrained-weigh.md ; reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c06-external-trend-context.md ; reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c06-external-trend-context.md ; reports/area_briefing_cards/systems-and-efficient-foundation-models.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
65332,sprint_01,5,Maximum Likelihood Reinforcement Learning,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C08,boundary_check_llm_reasoning; workflow_validation,https://icml.cc/virtual/2026/poster/65332,https://openreview.net/forum?id=EeuLO2BjFN,https://www.alphaxiv.org/abs/2602.02710,2602.02710,https://arxiv.org/abs/2602.02710,https://arxiv.org/pdf/2602.02710,https://github.com/tajwarfahim/maxrl,paper_pdf_artifact,none,reports/review_reading_briefs/65332-maximum-likelihood-reinforcement-learning.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/65332-maximum-likelihood-reinforcement-learning.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
65206,sprint_01,6,PaperBanana: Automating Academic Illustration for AI Scientists,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02; C07,infrastructure_coherence; artifact_reproducibility,https://icml.cc/virtual/2026/poster/65206,https://openreview.net/forum?id=FneePKFVHT,https://www.alphaxiv.org/abs/2601.23265,2601.23265,https://arxiv.org/abs/2601.23265,https://arxiv.org/pdf/2601.23265,https://github.com/dwzhu-pku/PaperBanana,paper_pdf_artifact,none,reports/review_reading_briefs/65206-paperbanana-automating-academic-illustration-for-ai-scientists.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/65206-paperbanana-automating-academic-illustration-for-ai-scientists.md ; reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c07-artifact-visibility.md ; reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c07-artifact-visibility.md ; reports/area_briefing_cards/agents-code-and-tool-use.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
60766,sprint_01,7,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",C03,program_attention_explanation,https://icml.cc/virtual/2026/poster/60766,https://openreview.net/forum?id=wrGSN9kAVD,https://www.alphaxiv.org/abs/2602.15515,2602.15515,https://arxiv.org/abs/2602.15515,https://arxiv.org/pdf/2602.15515,https://github.com/AlignmentResearch/obfuscation-atlas,paper_pdf_artifact,none,reports/review_reading_briefs/60766-the-obfuscation-atlas-mapping-where-honesty-emerges-in-rlvr-with-decep.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/60766-the-obfuscation-atlas-mapping-where-honesty-emerges-in-rlvr-with-decep.md ; reports/claim_validation_packets/c03-program-committee-attention.md ; reports/claim_evidence_dossiers/c03-program-committee-attention.md ; reports/area_briefing_cards/safety-governance-privacy-and-society.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
67084,sprint_01,8,Position: AI/ML Deepfake Research is Misaligned with AI Generated Non-Consensual Intimate Imagery (AIG-NCII),"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C03,program_attention_explanation,https://icml.cc/virtual/2026/poster/67084,https://openreview.net/forum?id=mLhZzo7BIb,,,,,,openreview_only,missing_arxiv_pdf,reports/review_reading_briefs/67084-position-ai-ml-deepfake-research-is-misaligned-with-ai-generated-non-c.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/67084-position-ai-ml-deepfake-research-is-misaligned-with-ai-generated-non-c.md ; reports/claim_validation_packets/c03-program-committee-attention.md ; reports/claim_evidence_dossiers/c03-program-committee-attention.md ; reports/area_briefing_cards/safety-governance-privacy-and-society.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,no
67118,sprint_01,9,Position: The Alignment Community is Unintentionally Building a Censor’s Toolkit,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C03,program_attention_explanation,https://icml.cc/virtual/2026/poster/67118,https://openreview.net/forum?id=dy2HwmOvFX,,,,,,openreview_only,missing_arxiv_pdf,reports/review_reading_briefs/67118-position-the-alignment-community-is-unintentionally-building-a-censors.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/67118-position-the-alignment-community-is-unintentionally-building-a-censors.md ; reports/claim_validation_packets/c03-program-committee-attention.md ; reports/claim_evidence_dossiers/c03-program-committee-attention.md ; reports/area_briefing_cards/safety-governance-privacy-and-society.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,no
65886,sprint_01,10,Reinforcement Learning with Evolving Rubrics for Deep Research,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C08,boundary_check_llm_reasoning; workflow_validation,https://icml.cc/virtual/2026/poster/65886,https://openreview.net/forum?id=97NEP1pyS3,https://www.alphaxiv.org/abs/2511.19399,2511.19399,https://arxiv.org/abs/2511.19399,https://arxiv.org/pdf/2511.19399,https://github.com/rlresearch/dr-tulu,paper_pdf_artifact,none,reports/review_reading_briefs/65886-reinforcement-learning-with-evolving-rubrics-for-deep-research.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/65886-reinforcement-learning-with-evolving-rubrics-for-deep-research.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
